"id","sp","site","ind","warm","photo","chill","lday","bday","risk"
"BETALL16_HF_04","BETALL","HF","BETALL16_HF",20,8,2,24,13,11
"BETALL16_HF_05","BETALL","HF","BETALL16_HF",15,8,0,53,33,20
"BETALL16_HF_06","BETALL","HF","BETALL16_HF",20,12,0,26,18,8
"BETALL16_HF_07","BETALL","HF","BETALL16_HF",20,8,0,34,26,8
"BETALL16_HF_08","BETALL","HF","BETALL16_HF",15,12,1,22,13,9
"BETALL16_HF_09","BETALL","HF","BETALL16_HF",15,8,1,30,15,15
"BETALL16_HF_10","BETALL","HF","BETALL16_HF",20,12,1,24,13,11
"BETALL16_HF_11","BETALL","HF","BETALL16_HF",15,12,2,30,13,17
"BETALL17_HF_01","BETALL","HF","BETALL17_HF",20,8,2,31,24,7
"BETALL17_HF_02","BETALL","HF","BETALL17_HF",20,12,1,24,13,11
"BETALL17_HF_04","BETALL","HF","BETALL17_HF",15,12,1,30,17,13
"BETALL17_HF_05","BETALL","HF","BETALL17_HF",15,12,2,30,23,7
"BETALL17_HF_08","BETALL","HF","BETALL17_HF",15,8,2,44,23,21
"BETALL17_HF_10","BETALL","HF","BETALL17_HF",20,8,0,34,27,7
"BETALL17_HF_11","BETALL","HF","BETALL17_HF",15,8,0,68,39,29
"BETALL17_HF_12","BETALL","HF","BETALL17_HF",15,8,1,44,23,21
"BETALL18_HF_01","BETALL","HF","BETALL18_HF",15,8,0,39,21,18
"BETALL18_HF_04","BETALL","HF","BETALL18_HF",20,12,0,26,18,8
"BETALL18_HF_05","BETALL","HF","BETALL18_HF",20,12,1,38,8,30
"BETALL18_HF_07","BETALL","HF","BETALL18_HF",15,12,0,32,20,12
"BETALL18_HF_09","BETALL","HF","BETALL18_HF",20,8,2,41,24,17
"BETALL18_HF_11","BETALL","HF","BETALL18_HF",15,8,1,30,15,15
"BETALL18_HF_12","BETALL","HF","BETALL18_HF",15,12,1,37,13,24
"BETALL19_HF_01","BETALL","HF","BETALL19_HF",15,12,0,29,20,9
"BETALL19_HF_02","BETALL","HF","BETALL19_HF",15,8,1,44,15,29
"BETALL19_HF_03","BETALL","HF","BETALL19_HF",20,12,1,31,8,23
"BETALL19_HF_04","BETALL","HF","BETALL19_HF",20,12,2,27,14,13
"BETALL19_HF_05","BETALL","HF","BETALL19_HF",15,12,1,37,13,24
"BETALL19_HF_06","BETALL","HF","BETALL19_HF",20,8,0,27,18,9
"BETALL19_HF_07","BETALL","HF","BETALL19_HF",20,8,2,31,13,18
"BETALL19_HF_09","BETALL","HF","BETALL19_HF",20,12,0,26,18,8
"BETALL19_HF_10","BETALL","HF","BETALL19_HF",15,12,2,30,13,17
"BETALL19_HF_11","BETALL","HF","BETALL19_HF",15,8,2,30,13,17
"BETALL19_HF_12","BETALL","HF","BETALL19_HF",15,8,0,42,33,9
"BETALL20_HF_01","BETALL","HF","BETALL20_HF",20,12,1,17,13,4
"BETALL20_HF_02","BETALL","HF","BETALL20_HF",15,12,1,30,13,17
"BETALL20_HF_04","BETALL","HF","BETALL20_HF",20,12,2,27,14,13
"BETALL20_HF_05","BETALL","HF","BETALL20_HF",15,8,0,68,33,35
"BETALL20_HF_06","BETALL","HF","BETALL20_HF",15,12,2,30,13,17
"BETALL20_HF_07","BETALL","HF","BETALL20_HF",15,8,2,30,17,13
"BETALL20_HF_09","BETALL","HF","BETALL20_HF",15,12,0,40,29,11
"BETALL20_HF_10","BETALL","HF","BETALL20_HF",20,8,0,34,26,8
"BETALL20_HF_11","BETALL","HF","BETALL20_HF",20,8,2,31,24,7
"BETALL20_HF_12","BETALL","HF","BETALL20_HF",15,8,1,44,15,29
"BETPAP04_SH_01","BETPAP","SH","BETPAP04_SH",15,8,0,68,21,47
"BETPAP04_SH_02","BETPAP","SH","BETPAP04_SH",15,12,1,30,13,17
"BETPAP04_SH_03","BETPAP","SH","BETPAP04_SH",15,12,0,34,32,2
"BETPAP04_SH_04","BETPAP","SH","BETPAP04_SH",20,12,1,17,13,4
"BETPAP04_SH_05","BETPAP","SH","BETPAP04_SH",20,12,2,27,14,13
"BETPAP04_SH_06","BETPAP","SH","BETPAP04_SH",15,8,1,44,9,35
"BETPAP04_SH_07","BETPAP","SH","BETPAP04_SH",15,8,2,30,17,13
"BETPAP04_SH_08","BETPAP","SH","BETPAP04_SH",15,12,2,37,23,14
"BETPAP04_SH_09","BETPAP","SH","BETPAP04_SH",20,8,2,31,13,18
"BETPAP04_SH_10","BETPAP","SH","BETPAP04_SH",20,8,0,34,18,16
"BETPAP04_SH_12","BETPAP","SH","BETPAP04_SH",20,12,0,26,18,8
"BETPAP06_HF_01","BETPAP","HF","BETPAP06_HF",15,8,1,23,15,8
"BETPAP06_HF_02","BETPAP","HF","BETPAP06_HF",15,8,2,30,17,13
"BETPAP06_HF_03","BETPAP","HF","BETPAP06_HF",15,12,0,29,20,9
"BETPAP06_HF_04","BETPAP","HF","BETPAP06_HF",20,12,1,13,8,5
"BETPAP06_HF_05","BETPAP","HF","BETPAP06_HF",15,12,1,13,8,5
"BETPAP06_HF_07","BETPAP","HF","BETPAP06_HF",15,8,0,33,21,12
"BETPAP06_HF_08","BETPAP","HF","BETPAP06_HF",15,12,2,23,13,10
"BETPAP06_HF_09","BETPAP","HF","BETPAP06_HF",20,8,0,27,18,9
"BETPAP06_HF_10","BETPAP","HF","BETPAP06_HF",20,8,2,24,13,11
"BETPAP06_HF_11","BETPAP","HF","BETPAP06_HF",20,12,0,26,13,13
"BETPAP06_HF_12","BETPAP","HF","BETPAP06_HF",20,12,2,36,14,22
"BETPAP06_SH_03","BETPAP","SH","BETPAP06_SH",20,12,0,26,13,13
"BETPAP06_SH_04","BETPAP","SH","BETPAP06_SH",15,8,0,53,21,32
"BETPAP06_SH_06","BETPAP","SH","BETPAP06_SH",15,12,0,68,29,39
"BETPAP06_SH_07","BETPAP","SH","BETPAP06_SH",15,12,2,30,13,17
"BETPAP06_SH_08","BETPAP","SH","BETPAP06_SH",15,8,2,30,17,13
"BETPAP06_SH_09","BETPAP","SH","BETPAP06_SH",15,8,1,30,15,15
"BETPAP06_SH_10","BETPAP","SH","BETPAP06_SH",15,12,1,30,13,17
"BETPAP06_SH_11","BETPAP","SH","BETPAP06_SH",20,12,1,38,13,25
"BETPAP07_HF_02","BETPAP","HF","BETPAP07_HF",20,8,0,34,18,16
"BETPAP07_HF_03","BETPAP","HF","BETPAP07_HF",15,8,0,33,21,12
"BETPAP07_HF_04","BETPAP","HF","BETPAP07_HF",15,12,1,13,8,5
"BETPAP07_HF_05","BETPAP","HF","BETPAP07_HF",15,12,2,30,13,17
"BETPAP07_HF_07","BETPAP","HF","BETPAP07_HF",15,8,2,17,13,4
"BETPAP07_HF_08","BETPAP","HF","BETPAP07_HF",20,12,0,29,13,16
"BETPAP07_HF_09","BETPAP","HF","BETPAP07_HF",15,8,1,15,9,6
"BETPAP07_HF_10","BETPAP","HF","BETPAP07_HF",20,8,2,24,13,11
"BETPAP07_HF_11","BETPAP","HF","BETPAP07_HF",15,12,0,32,20,12
"BETPAP07_SH_01","BETPAP","SH","BETPAP07_SH",15,12,1,43,22,21
"BETPAP07_SH_02","BETPAP","SH","BETPAP07_SH",15,8,2,44,13,31
"BETPAP07_SH_03","BETPAP","SH","BETPAP07_SH",20,12,0,26,18,8
"BETPAP07_SH_04","BETPAP","SH","BETPAP07_SH",15,8,1,52,15,37
"BETPAP07_SH_05","BETPAP","SH","BETPAP07_SH",20,12,1,31,13,18
"BETPAP07_SH_06","BETPAP","SH","BETPAP07_SH",15,8,0,42,33,9
"BETPAP07_SH_08","BETPAP","SH","BETPAP07_SH",15,12,2,43,16,27
"BETPAP07_SH_10","BETPAP","SH","BETPAP07_SH",20,8,2,31,13,18
"BETPAP07_SH_11","BETPAP","SH","BETPAP07_SH",20,8,0,34,27,7
"BETPAP07_SH_12","BETPAP","SH","BETPAP07_SH",15,12,0,40,32,8
"BETPAP08_SH_01","BETPAP","SH","BETPAP08_SH",15,8,0,68,33,35
"BETPAP08_SH_02","BETPAP","SH","BETPAP08_SH",15,8,1,44,15,29
"BETPAP08_SH_03","BETPAP","SH","BETPAP08_SH",20,8,0,56,27,29
"BETPAP08_SH_04","BETPAP","SH","BETPAP08_SH",20,8,2,31,13,18
"BETPAP08_SH_07","BETPAP","SH","BETPAP08_SH",15,12,0,48,34,14
"BETPAP08_SH_09","BETPAP","SH","BETPAP08_SH",15,12,1,22,17,5
"BETPAP08_SH_10","BETPAP","SH","BETPAP08_SH",15,8,2,52,23,29
"BETPAP08_SH_11","BETPAP","SH","BETPAP08_SH",15,12,2,37,23,14
"BETPAP08_SH_12","BETPAP","SH","BETPAP08_SH",20,12,1,31,13,18
"BETPAP09_HF_02","BETPAP","HF","BETPAP09_HF",15,8,0,39,21,18
"BETPAP09_HF_03","BETPAP","HF","BETPAP09_HF",15,12,2,37,13,24
"BETPAP09_HF_04","BETPAP","HF","BETPAP09_HF",20,8,2,24,13,11
"BETPAP09_HF_05","BETPAP","HF","BETPAP09_HF",20,12,2,36,14,22
"BETPAP09_HF_06","BETPAP","HF","BETPAP09_HF",15,8,1,23,9,14
"BETPAP09_HF_08","BETPAP","HF","BETPAP09_HF",20,12,1,13,8,5
"BETPAP09_HF_09","BETPAP","HF","BETPAP09_HF",15,8,2,30,13,17
"BETPAP09_HF_10","BETPAP","HF","BETPAP09_HF",20,12,0,26,13,13
"BETPAP09_HF_11","BETPAP","HF","BETPAP09_HF",20,8,0,27,18,9
"BETPAP09_HF_12","BETPAP","HF","BETPAP09_HF",15,12,0,32,20,12
"BETPAP09_SH_01","BETPAP","SH","BETPAP09_SH",15,12,2,30,16,14
"BETPAP09_SH_02","BETPAP","SH","BETPAP09_SH",20,12,0,26,18,8
"BETPAP09_SH_03","BETPAP","SH","BETPAP09_SH",15,12,0,34,20,14
"BETPAP09_SH_04","BETPAP","SH","BETPAP09_SH",15,8,2,44,13,31
"BETPAP09_SH_05","BETPAP","SH","BETPAP09_SH",15,8,1,44,15,29
"BETPAP09_SH_06","BETPAP","SH","BETPAP09_SH",15,12,1,22,13,9
"BETPAP09_SH_07","BETPAP","SH","BETPAP09_SH",20,12,2,27,14,13
"BETPAP09_SH_08","BETPAP","SH","BETPAP09_SH",20,8,0,34,18,16
"BETPAP09_SH_09","BETPAP","SH","BETPAP09_SH",20,12,1,17,13,4
"BETPAP09_SH_10","BETPAP","SH","BETPAP09_SH",15,8,0,68,33,35
"BETPAP09_SH_11","BETPAP","SH","BETPAP09_SH",20,8,2,24,13,11
"BETPAP10_SH_02","BETPAP","SH","BETPAP10_SH",15,12,0,40,20,20
"BETPAP10_SH_03","BETPAP","SH","BETPAP10_SH",15,8,0,53,21,32
"BETPAP10_SH_04","BETPAP","SH","BETPAP10_SH",15,12,2,30,16,14
"BETPAP10_SH_06","BETPAP","SH","BETPAP10_SH",15,8,2,44,13,31
"BETPAP10_SH_07","BETPAP","SH","BETPAP10_SH",20,12,2,20,14,6
"BETPAP10_SH_08","BETPAP","SH","BETPAP10_SH",20,12,0,26,13,13
"BETPAP10_SH_09","BETPAP","SH","BETPAP10_SH",15,8,1,30,15,15
"BETPAP10_SH_10","BETPAP","SH","BETPAP10_SH",20,8,2,24,13,11
"BETPAP10_SH_12","BETPAP","SH","BETPAP10_SH",15,12,1,30,13,17
"BETPAP13_HF_01","BETPAP","HF","BETPAP13_HF",20,8,0,26,18,8
"BETPAP13_HF_02","BETPAP","HF","BETPAP13_HF",15,8,1,44,15,29
"BETPAP13_HF_03","BETPAP","HF","BETPAP13_HF",15,8,0,47,21,26
"BETPAP13_HF_04","BETPAP","HF","BETPAP13_HF",15,8,2,44,23,21
"BETPAP13_HF_05","BETPAP","HF","BETPAP13_HF",20,12,1,24,13,11
"BETPAP13_HF_06","BETPAP","HF","BETPAP13_HF",15,12,0,61,20,41
"BETPAP13_HF_07","BETPAP","HF","BETPAP13_HF",15,12,2,23,16,7
"BETPAP13_HF_09","BETPAP","HF","BETPAP13_HF",20,12,2,27,14,13
"BETPAP13_HF_10","BETPAP","HF","BETPAP13_HF",20,12,0,33,26,7
"BETPAP13_HF_12","BETPAP","HF","BETPAP13_HF",15,12,1,30,13,17
"BETPAP14_HF_01","BETPAP","HF","BETPAP14_HF",15,12,1,22,13,9
"BETPAP14_HF_02","BETPAP","HF","BETPAP14_HF",20,12,0,26,18,8
"BETPAP14_HF_03","BETPAP","HF","BETPAP14_HF",20,8,0,27,18,9
"BETPAP14_HF_05","BETPAP","HF","BETPAP14_HF",15,8,1,52,15,37
"BETPAP14_HF_07","BETPAP","HF","BETPAP14_HF",15,8,0,39,21,18
"BETPAP14_HF_09","BETPAP","HF","BETPAP14_HF",15,12,0,32,20,12
"BETPAP14_HF_11","BETPAP","HF","BETPAP14_HF",20,12,1,24,13,11
"BETPAP14_HF_12","BETPAP","HF","BETPAP14_HF",15,12,2,30,16,14
"BETPAP15_HF_01","BETPAP","HF","BETPAP15_HF",15,8,2,30,13,17
"BETPAP15_HF_03","BETPAP","HF","BETPAP15_HF",20,8,0,29,27,2
"BETPAP15_HF_04","BETPAP","HF","BETPAP15_HF",20,12,0,29,26,3
"BETPAP15_HF_06","BETPAP","HF","BETPAP15_HF",15,8,1,52,23,29
"BETPAP15_HF_07","BETPAP","HF","BETPAP15_HF",15,8,0,47,33,14
"BETPAP15_HF_09","BETPAP","HF","BETPAP15_HF",20,8,2,31,13,18
"BETPAP15_HF_11","BETPAP","HF","BETPAP15_HF",15,12,2,23,13,10
"BETPAP15_HF_12","BETPAP","HF","BETPAP15_HF",15,12,1,30,13,17
"FAGGRA02_SH_01","FAGGRA","SH","FAGGRA02_SH",20,12,0,47,42,5
"FAGGRA02_SH_03","FAGGRA","SH","FAGGRA02_SH",15,12,0,54,43,11
"FAGGRA02_SH_07","FAGGRA","SH","FAGGRA02_SH",20,12,1,31,24,7
"FAGGRA02_SH_11","FAGGRA","SH","FAGGRA02_SH",15,12,2,43,30,13
"FAGGRA02_SH_12","FAGGRA","SH","FAGGRA02_SH",20,12,2,36,27,9
"FAGGRA03_HF_01","FAGGRA","HF","FAGGRA03_HF",20,12,1,45,38,7
"FAGGRA03_HF_07","FAGGRA","HF","FAGGRA03_HF",15,12,1,51,43,8
"FAGGRA04_SH_05","FAGGRA","SH","FAGGRA04_SH",15,12,0,61,43,18
"FAGGRA04_SH_08","FAGGRA","SH","FAGGRA04_SH",15,12,2,50,30,20
"FAGGRA04_SH_10","FAGGRA","SH","FAGGRA04_SH",15,12,1,43,37,6
"FAGGRA05_SH_01","FAGGRA","SH","FAGGRA05_SH",15,12,0,61,48,13
"FAGGRA06_SH_03","FAGGRA","SH","FAGGRA06_SH",20,12,2,36,27,9
"FAGGRA06_SH_04","FAGGRA","SH","FAGGRA06_SH",15,12,0,61,54,7
"FAGGRA06_SH_05","FAGGRA","SH","FAGGRA06_SH",20,12,0,53,39,14
"FAGGRA06_SH_09","FAGGRA","SH","FAGGRA06_SH",15,12,1,43,37,6
"FAGGRA06_SH_11","FAGGRA","SH","FAGGRA06_SH",15,12,2,43,37,6
"FAGGRA07_SH_01","FAGGRA","SH","FAGGRA07_SH",15,12,2,43,30,13
"FAGGRA07_SH_05","FAGGRA","SH","FAGGRA07_SH",20,12,1,38,31,7
"FAGGRA07_SH_10","FAGGRA","SH","FAGGRA07_SH",15,12,0,61,29,32
"FAGGRA07_SH_11","FAGGRA","SH","FAGGRA07_SH",15,8,0,82,75,7
"FAGGRA08_SH_06","FAGGRA","SH","FAGGRA08_SH",15,12,1,43,37,6
"FAGGRA08_SH_11","FAGGRA","SH","FAGGRA08_SH",20,12,1,45,38,7
"FAGGRA09_HF_01","FAGGRA","HF","FAGGRA09_HF",20,12,0,53,39,14
"FAGGRA09_HF_02","FAGGRA","HF","FAGGRA09_HF",15,8,0,75,47,28
"FAGGRA09_HF_05","FAGGRA","HF","FAGGRA09_HF",15,12,0,68,54,14
"FAGGRA09_HF_08","FAGGRA","HF","FAGGRA09_HF",15,12,2,43,30,13
"FAGGRA09_HF_12","FAGGRA","HF","FAGGRA09_HF",15,12,1,37,22,15
"FAGGRA10_HF_02","FAGGRA","HF","FAGGRA10_HF",15,12,0,48,43,5
"FAGGRA10_HF_06","FAGGRA","HF","FAGGRA10_HF",15,8,0,82,68,14
"FAGGRA10_HF_08","FAGGRA","HF","FAGGRA10_HF",20,12,2,36,27,9
"FAGGRA10_HF_11","FAGGRA","HF","FAGGRA10_HF",15,12,2,43,30,13
"FAGGRA11_HF_01","FAGGRA","HF","FAGGRA11_HF",15,12,2,43,30,13
"FAGGRA11_HF_02","FAGGRA","HF","FAGGRA11_HF",15,12,0,54,48,6
"FAGGRA11_HF_03","FAGGRA","HF","FAGGRA11_HF",15,8,1,52,44,8
"FAGGRA11_HF_07","FAGGRA","HF","FAGGRA11_HF",15,8,0,75,68,7
"FAGGRA13_HF_01","FAGGRA","HF","FAGGRA13_HF",15,8,1,52,30,22
"FAGGRA13_HF_03","FAGGRA","HF","FAGGRA13_HF",20,8,2,56,41,15
"FAGGRA13_HF_04","FAGGRA","HF","FAGGRA13_HF",15,12,1,43,30,13
"FAGGRA13_HF_07","FAGGRA","HF","FAGGRA13_HF",15,8,0,68,42,26
"FAGGRA13_HF_08","FAGGRA","HF","FAGGRA13_HF",15,12,0,40,32,8
"FAGGRA13_HF_09","FAGGRA","HF","FAGGRA13_HF",20,12,0,39,26,13
"FAGGRA13_HF_12","FAGGRA","HF","FAGGRA13_HF",15,12,2,43,30,13
"FAGGRA14_HF_01","FAGGRA","HF","FAGGRA14_HF",15,12,2,50,37,13
"FAGGRA14_HF_05","FAGGRA","HF","FAGGRA14_HF",20,12,1,45,38,7
"FAGGRA14_HF_06","FAGGRA","HF","FAGGRA14_HF",15,12,0,61,48,13
"FAGGRA14_HF_07","FAGGRA","HF","FAGGRA14_HF",20,12,0,47,39,8
"FAGGRA14_HF_11","FAGGRA","HF","FAGGRA14_HF",15,8,0,82,68,14
"ILEMUC01_SH_01","ILEMUC","SH","ILEMUC01_SH",15,12,0,40,29,11
"ILEMUC01_SH_02","ILEMUC","SH","ILEMUC01_SH",20,12,0,18,13,5
"ILEMUC01_SH_04","ILEMUC","SH","ILEMUC01_SH",15,12,1,13,8,5
"ILEMUC01_SH_06","ILEMUC","SH","ILEMUC01_SH",15,8,2,30,13,17
"ILEMUC01_SH_08","ILEMUC","SH","ILEMUC01_SH",15,8,1,44,15,29
"ILEMUC01_SH_09","ILEMUC","SH","ILEMUC01_SH",15,8,0,39,13,26
"ILEMUC01_SH_10","ILEMUC","SH","ILEMUC01_SH",20,8,0,26,18,8
"ILEMUC01_SH_11","ILEMUC","SH","ILEMUC01_SH",20,12,2,27,14,13
"ILEMUC03_HF_01","ILEMUC","HF","ILEMUC03_HF",15,8,0,33,13,20
"ILEMUC03_HF_02","ILEMUC","HF","ILEMUC03_HF",15,8,1,30,15,15
"ILEMUC03_HF_03","ILEMUC","HF","ILEMUC03_HF",20,12,1,13,8,5
"ILEMUC03_HF_05","ILEMUC","HF","ILEMUC03_HF",15,12,0,29,20,9
"ILEMUC03_HF_06","ILEMUC","HF","ILEMUC03_HF",15,8,2,30,13,17
"ILEMUC03_HF_07","ILEMUC","HF","ILEMUC03_HF",15,12,2,23,13,10
"ILEMUC03_HF_08","ILEMUC","HF","ILEMUC03_HF",20,12,2,27,14,13
"ILEMUC03_HF_09","ILEMUC","HF","ILEMUC03_HF",20,8,2,24,13,11
"ILEMUC03_HF_10","ILEMUC","HF","ILEMUC03_HF",20,8,0,18,12,6
"ILEMUC03_HF_11","ILEMUC","HF","ILEMUC03_HF",15,12,1,17,8,9
"ILEMUC03_SH_01","ILEMUC","SH","ILEMUC03_SH",15,8,1,44,23,21
"ILEMUC03_SH_02","ILEMUC","SH","ILEMUC03_SH",15,12,0,29,20,9
"ILEMUC03_SH_03","ILEMUC","SH","ILEMUC03_SH",20,12,0,26,13,13
"ILEMUC03_SH_06","ILEMUC","SH","ILEMUC03_SH",20,12,1,13,8,5
"ILEMUC03_SH_07","ILEMUC","SH","ILEMUC03_SH",15,12,1,30,17,13
"ILEMUC03_SH_08","ILEMUC","SH","ILEMUC03_SH",15,8,0,39,33,6
"ILEMUC03_SH_09","ILEMUC","SH","ILEMUC03_SH",15,8,2,30,17,13
"ILEMUC03_SH_10","ILEMUC","SH","ILEMUC03_SH",15,12,2,23,13,10
"ILEMUC03_SH_11","ILEMUC","SH","ILEMUC03_SH",20,8,0,27,18,9
"ILEMUC04_HF_01","ILEMUC","HF","ILEMUC04_HF",15,8,0,39,21,18
"ILEMUC04_HF_02","ILEMUC","HF","ILEMUC04_HF",15,12,1,13,8,5
"ILEMUC04_HF_04","ILEMUC","HF","ILEMUC04_HF",15,8,2,30,13,17
"ILEMUC04_HF_05","ILEMUC","HF","ILEMUC04_HF",20,8,0,18,12,6
"ILEMUC04_HF_06","ILEMUC","HF","ILEMUC04_HF",15,12,0,20,12,8
"ILEMUC04_HF_08","ILEMUC","HF","ILEMUC04_HF",15,8,1,30,9,21
"ILEMUC04_HF_11","ILEMUC","HF","ILEMUC04_HF",20,12,1,13,8,5
"ILEMUC04_SH_01","ILEMUC","SH","ILEMUC04_SH",15,8,0,39,21,18
"ILEMUC04_SH_03","ILEMUC","SH","ILEMUC04_SH",20,12,1,13,8,5
"ILEMUC04_SH_04","ILEMUC","SH","ILEMUC04_SH",15,12,2,23,13,10
"ILEMUC04_SH_05","ILEMUC","SH","ILEMUC04_SH",15,8,1,30,15,15
"ILEMUC04_SH_06","ILEMUC","SH","ILEMUC04_SH",20,8,0,26,18,8
"ILEMUC04_SH_07","ILEMUC","SH","ILEMUC04_SH",20,8,2,24,13,11
"ILEMUC04_SH_08","ILEMUC","SH","ILEMUC04_SH",15,12,0,32,12,20
"ILEMUC04_SH_09","ILEMUC","SH","ILEMUC04_SH",15,12,1,13,8,5
"ILEMUC04_SH_11","ILEMUC","SH","ILEMUC04_SH",15,8,2,30,13,17
"ILEMUC05_HF_01","ILEMUC","HF","ILEMUC05_HF",20,12,1,13,8,5
"ILEMUC05_HF_02","ILEMUC","HF","ILEMUC05_HF",15,12,2,30,13,17
"ILEMUC05_HF_03","ILEMUC","HF","ILEMUC05_HF",15,8,2,30,13,17
"ILEMUC05_HF_04","ILEMUC","HF","ILEMUC05_HF",15,8,1,30,9,21
"ILEMUC05_HF_07","ILEMUC","HF","ILEMUC05_HF",20,12,2,27,14,13
"ILEMUC05_HF_09","ILEMUC","HF","ILEMUC05_HF",15,8,0,33,13,20
"ILEMUC05_HF_10","ILEMUC","HF","ILEMUC05_HF",15,12,0,32,20,12
"ILEMUC05_HF_11","ILEMUC","HF","ILEMUC05_HF",20,8,2,24,13,11
"ILEMUC05_HF_12","ILEMUC","HF","ILEMUC05_HF",15,12,1,22,8,14
"ILEMUC05_SH_01","ILEMUC","SH","ILEMUC05_SH",20,8,0,27,18,9
"ILEMUC05_SH_03","ILEMUC","SH","ILEMUC05_SH",15,8,0,39,13,26
"ILEMUC05_SH_04","ILEMUC","SH","ILEMUC05_SH",15,12,1,22,13,9
"ILEMUC05_SH_05","ILEMUC","SH","ILEMUC05_SH",15,12,0,34,20,14
"ILEMUC05_SH_08","ILEMUC","SH","ILEMUC05_SH",15,8,1,30,15,15
"ILEMUC05_SH_09","ILEMUC","SH","ILEMUC05_SH",15,12,2,23,13,10
"ILEMUC05_SH_10","ILEMUC","SH","ILEMUC05_SH",20,12,0,18,13,5
"ILEMUC05_SH_11","ILEMUC","SH","ILEMUC05_SH",20,12,1,13,8,5
"ILEMUC05_SH_12","ILEMUC","SH","ILEMUC05_SH",15,8,2,30,13,17
"ILEMUC06_HF_02","ILEMUC","HF","ILEMUC06_HF",20,8,0,34,26,8
"ILEMUC06_HF_03","ILEMUC","HF","ILEMUC06_HF",15,12,1,37,17,20
"ILEMUC06_HF_04","ILEMUC","HF","ILEMUC06_HF",15,8,2,44,30,14
"ILEMUC06_HF_05","ILEMUC","HF","ILEMUC06_HF",20,12,0,26,18,8
"ILEMUC06_HF_06","ILEMUC","HF","ILEMUC06_HF",15,8,1,44,23,21
"ILEMUC06_HF_07","ILEMUC","HF","ILEMUC06_HF",15,12,0,43,34,9
"ILEMUC06_HF_08","ILEMUC","HF","ILEMUC06_HF",20,12,2,27,14,13
"ILEMUC06_HF_09","ILEMUC","HF","ILEMUC06_HF",15,12,2,37,23,14
"ILEMUC06_HF_12","ILEMUC","HF","ILEMUC06_HF",15,8,0,68,33,35
"ILEMUC06_SH_01","ILEMUC","SH","ILEMUC06_SH",15,12,1,22,13,9
"ILEMUC06_SH_03","ILEMUC","SH","ILEMUC06_SH",15,8,1,30,15,15
"ILEMUC06_SH_04","ILEMUC","SH","ILEMUC06_SH",15,12,2,23,13,10
"ILEMUC06_SH_06","ILEMUC","SH","ILEMUC06_SH",20,8,0,27,12,15
"ILEMUC06_SH_07","ILEMUC","SH","ILEMUC06_SH",15,12,0,32,20,12
"ILEMUC06_SH_08","ILEMUC","SH","ILEMUC06_SH",20,12,1,13,8,5
"ILEMUC06_SH_11","ILEMUC","SH","ILEMUC06_SH",15,8,0,33,21,12
"ILEMUC06_SH_12","ILEMUC","SH","ILEMUC06_SH",15,8,2,30,13,17
"ILEMUC07_HF_01","ILEMUC","HF","ILEMUC07_HF",20,12,0,18,13,5
"ILEMUC07_HF_02","ILEMUC","HF","ILEMUC07_HF",15,8,0,39,13,26
"ILEMUC07_HF_03","ILEMUC","HF","ILEMUC07_HF",20,8,2,24,13,11
"ILEMUC07_HF_04","ILEMUC","HF","ILEMUC07_HF",15,8,2,30,17,13
"ILEMUC07_HF_05","ILEMUC","HF","ILEMUC07_HF",20,8,0,27,12,15
"ILEMUC07_HF_06","ILEMUC","HF","ILEMUC07_HF",15,8,1,30,9,21
"ILEMUC07_HF_08","ILEMUC","HF","ILEMUC07_HF",15,12,1,22,8,14
"ILEMUC07_HF_10","ILEMUC","HF","ILEMUC07_HF",15,12,0,29,20,9
"ILEMUC07_HF_11","ILEMUC","HF","ILEMUC07_HF",20,12,1,13,8,5
"ILEMUC07_HF_12","ILEMUC","HF","ILEMUC07_HF",15,12,2,23,13,10
"ILEMUC07_SH_01","ILEMUC","SH","ILEMUC07_SH",15,8,0,33,21,12
"ILEMUC07_SH_02","ILEMUC","SH","ILEMUC07_SH",20,8,0,26,13,13
"ILEMUC07_SH_04","ILEMUC","SH","ILEMUC07_SH",15,8,1,30,15,15
"ILEMUC07_SH_05","ILEMUC","SH","ILEMUC07_SH",20,8,2,24,13,11
"ILEMUC07_SH_06","ILEMUC","SH","ILEMUC07_SH",15,8,2,23,13,10
"ILEMUC07_SH_07","ILEMUC","SH","ILEMUC07_SH",15,12,0,32,20,12
"ILEMUC07_SH_08","ILEMUC","SH","ILEMUC07_SH",15,12,1,13,8,5
"ILEMUC07_SH_09","ILEMUC","SH","ILEMUC07_SH",20,12,1,13,8,5
"ILEMUC07_SH_10","ILEMUC","SH","ILEMUC07_SH",15,12,2,23,13,10
"ILEMUC07_SH_11","ILEMUC","SH","ILEMUC07_SH",20,12,2,20,14,6
"ILEMUC07_SH_12","ILEMUC","SH","ILEMUC07_SH",20,12,0,18,13,5
"ILEMUC08_HF_01","ILEMUC","HF","ILEMUC08_HF",15,12,2,30,13,17
"ILEMUC08_HF_02","ILEMUC","HF","ILEMUC08_HF",20,8,2,31,24,7
"ILEMUC08_HF_03","ILEMUC","HF","ILEMUC08_HF",15,12,0,32,20,12
"ILEMUC08_HF_04","ILEMUC","HF","ILEMUC08_HF",15,8,2,44,13,31
"ILEMUC08_HF_05","ILEMUC","HF","ILEMUC08_HF",15,8,1,30,15,15
"ILEMUC08_HF_06","ILEMUC","HF","ILEMUC08_HF",20,12,0,18,13,5
